Student_Unique_ID,Age,Gender,Home_Location,Family_Income,Attendance_Rate,Study_Hours,Past_Failures,Previous_Score,Exam_Score,Internet_Access,Sleep_Hours,Motivation_Level,Peer_Influence,Smoking_Habits,Alcohol_Use,Sports_Participation,Cultural_Activities,Club_Membership,Leadership_Role,Volunteer_Hours,Competitions_Attended,Awards_Received,Creative_Projects,Performance_Label,Region,Class,Section,Parental_Education_Level,Parental_Occupation,Study_Environment,Access_to_Tutoring,Mental_Health_Status,Nutrition_Quality,Transport_Mode,Device_Availability
S6_W_B_0094,12,Male,Rural,High,94.38,4.1,0,69.29,77.51,No,4.5,Medium,Negative,Yes,No,No,Yes,Yes,Yes,6,9,1,4,Low,West,6th,B,Master,Teacher,Quiet,No,Anxious,Average,Bus,No
S8_E_D_0089,14,Female,Suburban,High,85.6,4.7,1,97.47,70.17,Yes,7.2,Low,Negative,No,Yes,Yes,No,No,Yes,13,9,4,0,Medium,East,8th,D,High School,Farmer,Quiet,Yes,Anxious,Poor,Bus,No
S10_S_D_0081,15,Female,Suburban,Low,76.98,1.6,3,95.27,59.92,Yes,7.5,High,Negative,Yes,No,No,Yes,No,No,13,5,0,3,High,South,10th,D,,Engineer,Noisy,Yes,Stressed,Poor,Cycle,No
S12_W_C_0081,17,Male,Urban,Medium,81.34,1.6,1,48.02,64.7,Yes,4.2,Medium,Positive,No,Yes,Yes,No,No,No,12,0,1,1,Medium,West,12th,C,Bachelor,Engineer,Shared,No,Anxious,Average,Cycle,Yes
S12_S_D_0071,17,Female,Urban,High,75.5,1.2,0,40.81,88.02,No,8.3,Medium,Positive,No,Yes,Yes,Yes,No,Yes,17,0,2,3,Medium,South,12th,D,High School,Unemployed,Shared,Yes,Anxious,Poor,Bus,Yes
S12_W_C_0082,17,Female,Rural,Low,98.74,3.8,1,94.01,65.03,No,5.7,Medium,Positive,Yes,Yes,Yes,No,No,No,1,3,0,2,Medium,West,12th,C,,Teacher,Shared,No,Stable,Good,Cycle,No
S10_S_A_0074,16,Male,Suburban,High,83.04,5.9,0,95.52,42.05,Yes,7.5,Low,Neutral,No,No,No,No,No,No,4,3,4,1,High,South,10th,A,Bachelor,Engineer,Quiet,No,Anxious,Poor,Cycle,Yes
S11_E_B_0079,16,Male,Rural,High,90.69,2.5,0,47.66,86.63,No,8.8,Low,Negative,No,No,No,No,Yes,Yes,7,9,2,3,High,East,11th,B,,Engineer,Shared,Yes,Stressed,Poor,Car,Yes
S9_N_A_0096,15,Female,Rural,Low,96.48,2.1,3,81.73,44.25,Yes,7.4,Low,Positive,Yes,Yes,No,Yes,Yes,No,2,5,3,2,Low,North,9th,A,High School,Unemployed,Shared,Yes,Stressed,Good,Bus,Yes
S11_S_D_0085,16,Female,Urban,Low,77.9,4.4,0,49.92,75.09,Yes,4.6,Low,Negative,Yes,Yes,Yes,No,Yes,No,11,1,4,3,Medium,South,11th,D,,Engineer,Shared,Yes,Stressed,Poor,Car,Yes
S10_W_A_0090,16,Female,Suburban,High,88.45,1.9,1,46.7,53.4,No,6.0,High,Neutral,Yes,No,No,No,No,Yes,10,2,3,1,Low,West,10th,A,,Farmer,Noisy,No,Stressed,Good,Cycle,No
S7_S_A_0074,13,Female,Suburban,Medium,96.59,1.3,1,49.83,61.56,Yes,5.8,High,Neutral,No,No,No,No,Yes,Yes,1,6,3,2,Medium,South,7th,A,,Teacher,Noisy,Yes,Stable,Poor,Car,No
S8_W_C_0083,14,Female,Urban,Medium,90.41,5.0,0,98.21,96.41,No,8.7,Medium,Neutral,No,Yes,Yes,No,No,Yes,12,7,0,3,Low,West,8th,C,,Farmer,Noisy,No,Anxious,Poor,Cycle,No
S11_S_C_0085,16,Male,Urban,Low,76.53,3.3,1,58.19,97.28,No,5.3,Medium,Positive,No,No,Yes,Yes,No,Yes,2,7,2,4,Low,South,11th,C,,Unemployed,Shared,Yes,Stressed,Poor,Bus,Yes
S12_N_A_0080,17,Female,Urban,Low,82.57,2.2,1,49.69,99.43,No,4.0,Medium,Positive,Yes,Yes,No,No,No,No,11,6,2,1,Low,North,12th,A,Bachelor,Engineer,Shared,Yes,Stressed,Average,Cycle,No
S7_E_D_0070,12,Male,Suburban,Low,99.21,5.2,0,63.54,57.31,Yes,4.7,Medium,Positive,Yes,Yes,No,Yes,Yes,No,19,8,3,4,High,East,7th,D,Bachelor,Teacher,Shared,Yes,Stable,Poor,Bus,Yes
S12_N_A_0081,17,Female,Urban,Low,88.66,1.8,2,60.43,60.19,No,7.7,Medium,Negative,No,Yes,No,No,No,Yes,15,7,0,2,Low,North,12th,A,,Engineer,Shared,Yes,Anxious,Poor,Bus,Yes
S7_S_C_0093,13,Female,Urban,High,77.89,2.0,0,82.45,94.09,Yes,6.2,Medium,Neutral,Yes,No,No,Yes,Yes,No,18,3,0,3,High,South,7th,C,Master,Farmer,Shared,Yes,Anxious,Good,Car,No
S8_S_C_0081,14,Female,Urban,Low,77.82,4.8,2,84.5,46.17,Yes,7.1,High,Neutral,No,Yes,No,No,Yes,No,17,8,0,2,High,South,8th,C,Master,Farmer,Noisy,No,Stable,Poor,Car,Yes
S6_E_C_0075,12,Female,Urban,Low,97.34,1.3,2,54.46,53.43,No,8.1,Low,Neutral,No,Yes,No,Yes,Yes,No,5,2,0,0,Low,East,6th,C,,Teacher,Noisy,No,Stressed,Good,Cycle,Yes
S7_W_B_0093,13,Male,Suburban,Medium,90.83,1.7,1,51.66,58.56,No,7.1,Medium,Neutral,Yes,No,No,Yes,Yes,No,6,9,3,3,High,West,7th,B,,Farmer,Quiet,No,Stable,Good,Bus,No
S11_E_D_0079,16,Female,Urban,Medium,98.31,5.3,2,91.57,63.16,No,4.0,High,Neutral,No,Yes,Yes,Yes,No,Yes,4,7,0,4,Medium,East,11th,D,Bachelor,Engineer,Shared,No,Anxious,Good,Bus,Yes
S8_N_B_0083,13,Male,Urban,Low,79.85,5.5,0,50.15,88.61,No,5.1,High,Negative,Yes,Yes,No,No,No,Yes,19,3,4,3,High,North,8th,B,Master,Teacher,Quiet,Yes,Stressed,Poor,Walk,No
S9_E_A_0072,14,Male,Rural,High,83.9,3.9,1,82.57,46.89,No,8.1,High,Negative,No,Yes,Yes,No,Yes,No,16,1,3,3,Medium,East,9th,A,High School,Unemployed,Shared,Yes,Stable,Poor,Cycle,No
S9_S_B_0082,15,Male,Urban,Low,90.99,1.4,2,75.86,64.84,No,8.2,Low,Negative,No,Yes,Yes,Yes,Yes,Yes,17,1,3,0,Low,South,9th,B,Master,Unemployed,Shared,No,Stressed,Poor,Walk,Yes
S7_S_A_0075,12,Female,Urban,Medium,81.19,1.6,3,73.29,59.2,No,5.3,Low,Positive,Yes,Yes,Yes,No,No,Yes,14,0,0,0,Low,South,7th,A,High School,Teacher,Noisy,No,Stable,Average,Bus,Yes
S10_E_D_0096,15,Male,Rural,High,89.56,2.5,1,86.8,57.77,No,5.3,Medium,Negative,No,Yes,Yes,Yes,Yes,No,15,3,2,4,Low,East,10th,D,Master,Farmer,Quiet,No,Anxious,Average,Car,No
S9_N_A_0097,14,Male,Urban,High,79.35,3.1,3,94.85,50.08,No,7.6,Low,Positive,Yes,Yes,No,Yes,Yes,Yes,15,1,0,3,Medium,North,9th,A,,Farmer,Quiet,Yes,Stable,Good,Car,Yes
S10_E_C_0097,15,Female,Rural,Low,97.52,3.8,1,50.95,44.73,Yes,7.4,Medium,Positive,No,No,No,No,Yes,No,3,7,2,1,Low,East,10th,C,High School,Farmer,Quiet,Yes,Anxious,Poor,Cycle,Yes
S8_S_C_0082,14,Male,Rural,Medium,93.57,5.7,3,80.18,54.31,No,8.3,Low,Positive,Yes,No,No,No,No,No,18,4,2,3,Low,South,8th,C,Bachelor,Engineer,Shared,Yes,Stable,Poor,Cycle,Yes
S11_S_D_0086,16,Female,Suburban,Medium,78.86,4.5,0,84.06,90.78,No,8.5,Low,Negative,Yes,Yes,No,No,No,Yes,1,8,2,4,Low,South,11th,D,Master,Engineer,Noisy,Yes,Stressed,Average,Car,No
S9_N_B_0094,14,Male,Suburban,High,77.9,2.6,2,94.62,78.59,Yes,6.5,Medium,Negative,No,Yes,Yes,Yes,Yes,No,18,9,0,2,High,North,9th,B,,Teacher,Noisy,Yes,Stressed,Good,Car,Yes
S12_S_C_0080,17,Male,Suburban,Low,83.02,4.8,3,58.46,45.31,Yes,8.1,Medium,Negative,Yes,No,No,Yes,No,Yes,19,4,1,0,High,South,12th,C,Bachelor,Engineer,Quiet,Yes,Anxious,Poor,Cycle,No
S9_N_D_0089,15,Female,Suburban,Low,92.08,1.1,1,68.54,86.41,Yes,4.4,Low,Positive,No,No,Yes,Yes,Yes,No,4,8,2,1,Low,North,9th,D,Master,Teacher,Shared,No,Anxious,Poor,Car,Yes
S6_W_C_0072,12,Female,Suburban,High,75.16,5.3,0,81.41,79.57,Yes,5.5,Medium,Positive,No,No,Yes,No,Yes,No,2,4,1,3,Low,West,6th,C,Bachelor,Unemployed,Shared,Yes,Anxious,Good,Cycle,Yes
S6_S_D_0073,12,Female,Urban,Medium,91.86,5.7,1,79.07,70.53,No,7.3,Low,Negative,Yes,No,Yes,No,No,No,11,1,2,0,Low,South,6th,D,Master,Farmer,Shared,Yes,Anxious,Good,Cycle,Yes
S9_S_C_0089,14,Female,Urban,High,95.25,2.9,2,55.44,63.09,No,7.5,Medium,Positive,Yes,Yes,No,No,Yes,No,2,2,1,2,Low,South,9th,C,Bachelor,Unemployed,Quiet,No,Anxious,Poor,Cycle,No
S10_E_D_0097,15,Female,Suburban,Low,80.21,4.0,2,61.38,64.91,No,7.8,Medium,Neutral,No,Yes,Yes,No,No,Yes,8,7,0,3,High,East,10th,D,Master,Farmer,Shared,Yes,Anxious,Good,Car,No
S6_W_D_0104,12,Male,Urban,Medium,98.7,1.6,3,71.53,80.72,No,7.4,Low,Neutral,Yes,No,No,No,No,No,13,9,2,0,High,West,6th,D,,Engineer,Quiet,No,Stressed,Poor,Car,Yes
S10_E_B_0080,15,Male,Rural,High,94.98,1.2,0,91.68,61.64,No,7.2,High,Neutral,No,No,Yes,No,No,No,5,5,1,0,High,East,10th,B,,Farmer,Shared,No,Stable,Average,Walk,No
S12_S_D_0072,17,Female,Suburban,Medium,81.19,5.3,3,77.43,91.56,No,8.5,Low,Positive,No,No,Yes,No,No,Yes,3,0,1,1,Medium,South,12th,D,,Teacher,Quiet,Yes,Stressed,Average,Bus,Yes
S10_W_C_0097,15,Male,Rural,Low,91.78,3.7,0,76.62,49.44,Yes,7.5,Low,Negative,No,Yes,No,No,No,Yes,11,2,4,1,High,West,10th,C,Master,Teacher,Shared,Yes,Stable,Good,Walk,Yes
S6_E_A_0084,12,Male,Urban,Medium,75.48,1.0,0,62.46,45.22,Yes,6.9,High,Negative,Yes,Yes,No,No,No,No,10,9,4,0,High,East,6th,A,High School,Engineer,Noisy,No,Stressed,Poor,Car,Yes
S8_W_A_0078,13,Male,Urban,Low,87.47,5.5,3,52.03,41.75,Yes,8.8,Medium,Positive,Yes,Yes,Yes,Yes,Yes,Yes,0,5,2,2,High,West,8th,A,Master,Teacher,Shared,Yes,Stable,Poor,Bus,No
S9_S_B_0083,14,Female,Rural,Medium,90.15,3.8,3,89.98,88.67,Yes,5.9,Medium,Positive,Yes,Yes,Yes,Yes,Yes,No,2,8,0,1,High,South,9th,B,Master,Farmer,Noisy,No,Stressed,Good,Walk,No
S9_W_C_0086,15,Female,Rural,Low,84.86,2.2,1,78.86,84.76,Yes,7.8,High,Negative,No,No,No,No,No,Yes,13,8,1,2,Medium,West,9th,C,Bachelor,Unemployed,Quiet,No,Stressed,Good,Walk,Yes
S9_E_C_0099,15,Male,Rural,High,79.95,1.2,0,79.64,76.78,No,4.1,High,Positive,No,No,Yes,No,Yes,No,9,5,4,2,High,East,9th,C,High School,Teacher,Noisy,Yes,Stressed,Poor,Cycle,Yes
S11_N_B_0077,16,Female,Suburban,Low,95.15,4.7,2,78.67,57.79,Yes,4.1,High,Negative,Yes,No,Yes,Yes,No,Yes,14,3,2,1,High,North,11th,B,High School,Teacher,Noisy,No,Stressed,Average,Car,Yes
S11_W_C_0066,16,Female,Rural,Medium,92.5,4.9,0,48.31,68.58,No,4.9,High,Negative,No,No,Yes,Yes,No,Yes,5,7,2,4,High,West,11th,C,Master,Teacher,Shared,No,Stressed,Average,Cycle,Yes
S7_E_A_0091,13,Female,Urban,High,87.43,1.7,2,52.5,42.17,No,5.3,High,Negative,Yes,Yes,Yes,Yes,No,No,17,7,0,1,Low,East,7th,A,High School,Unemployed,Quiet,No,Stable,Average,Cycle,Yes
S12_E_A_0080,17,Male,Suburban,Low,81.69,3.1,0,61.65,70.78,No,7.9,Medium,Positive,Yes,No,Yes,No,No,Yes,3,2,1,4,High,East,12th,A,,Farmer,Shared,Yes,Stressed,Poor,Walk,No
S9_W_D_0086,14,Female,Rural,High,91.47,4.6,1,81.9,81.51,Yes,4.1,Medium,Negative,Yes,No,No,Yes,Yes,No,3,7,2,4,Medium,West,9th,D,,Farmer,Shared,No,Stable,Average,Bus,Yes
S8_E_C_0091,14,Male,Urban,High,79.21,5.5,0,61.1,47.32,No,8.1,Medium,Negative,Yes,Yes,Yes,No,No,No,3,7,1,4,Low,East,8th,C,Bachelor,Farmer,Quiet,No,Anxious,Good,Cycle,No
S9_W_C_0087,14,Male,Urban,High,76.16,3.7,2,60.11,64.19,No,6.6,Medium,Neutral,No,No,No,No,Yes,No,18,5,2,0,Low,West,9th,C,Master,Teacher,Shared,Yes,Anxious,Poor,Walk,No
S9_E_D_0090,14,Male,Suburban,Low,95.3,3.3,1,67.78,93.48,No,5.8,Low,Positive,No,No,No,No,Yes,No,13,7,3,0,High,East,9th,D,,Engineer,Noisy,Yes,Stressed,Good,Walk,Yes
S10_N_A_0082,15,Female,Urban,Low,98.29,4.2,0,71.15,59.93,Yes,8.4,Medium,Positive,Yes,Yes,Yes,Yes,No,No,19,8,1,2,High,North,10th,A,,Engineer,Quiet,No,Stressed,Average,Walk,No
S11_W_D_0078,16,Male,Rural,Medium,87.99,3.2,3,98.4,86.59,No,8.8,Low,Positive,No,No,Yes,No,Yes,Yes,5,9,3,0,Low,West,11th,D,High School,Teacher,Shared,Yes,Stressed,Average,Bus,Yes
S9_E_B_0076,14,Male,Urban,Medium,97.2,5.7,1,44.31,88.55,Yes,6.5,Low,Neutral,Yes,No,No,Yes,No,No,1,9,1,2,Low,East,9th,B,,Engineer,Noisy,Yes,Stressed,Poor,Car,Yes
S8_S_C_0083,14,Female,Urban,Medium,79.33,3.6,2,58.29,89.05,No,8.1,Low,Negative,No,No,Yes,Yes,Yes,Yes,17,2,4,1,Medium,South,8th,C,High School,Teacher,Shared,No,Anxious,Good,Bus,No
S6_N_D_0076,12,Female,Urban,Low,80.86,2.5,1,42.65,80.27,Yes,6.6,Low,Neutral,No,No,Yes,Yes,No,No,11,2,0,1,High,North,6th,D,,Teacher,Quiet,Yes,Stable,Good,Bus,No
S8_N_C_0078,14,Male,Urban,Low,84.59,1.8,2,56.86,82.61,No,7.8,Low,Negative,No,No,No,Yes,Yes,Yes,15,6,4,1,Medium,North,8th,C,,Unemployed,Shared,No,Stable,Good,Cycle,Yes
S8_N_D_0085,14,Male,Suburban,Medium,94.11,1.7,2,46.43,79.62,No,4.9,High,Neutral,Yes,No,No,Yes,No,No,1,6,3,1,Low,North,8th,D,Bachelor,Unemployed,Noisy,Yes,Stable,Good,Car,No
S10_S_A_0075,15,Female,Suburban,Medium,98.54,1.9,2,83.47,88.34,Yes,5.0,Low,Negative,No,Yes,No,No,Yes,Yes,16,9,2,0,High,South,10th,A,High School,Farmer,Quiet,Yes,Stable,Average,Cycle,Yes
S12_E_A_0081,17,Male,Urban,High,94.62,5.8,1,93.42,51.16,Yes,6.7,Medium,Negative,No,Yes,No,Yes,No,No,0,7,2,1,High,East,12th,A,Bachelor,Teacher,Noisy,No,Anxious,Poor,Walk,Yes
S9_W_B_0082,15,Male,Urban,High,86.76,5.3,3,91.68,53.31,Yes,7.6,Medium,Negative,Yes,Yes,No,Yes,No,No,8,0,1,1,Medium,West,9th,B,High School,Unemployed,Quiet,No,Anxious,Average,Walk,No
S12_N_A_0082,17,Male,Suburban,Low,92.04,2.2,0,48.99,55.56,Yes,5.8,Low,Neutral,Yes,No,Yes,Yes,Yes,No,18,0,4,4,Low,North,12th,A,High School,Farmer,Quiet,No,Anxious,Good,Cycle,Yes
S10_S_B_0092,15,Female,Urban,High,78.54,3.1,1,57.38,62.62,Yes,7.3,Low,Negative,Yes,Yes,No,No,No,Yes,1,2,4,3,High,South,10th,B,High School,Teacher,Noisy,No,Stable,Good,Walk,Yes
S10_W_A_0091,15,Female,Rural,Low,98.47,5.2,3,97.71,49.13,Yes,4.2,Medium,Neutral,Yes,Yes,No,Yes,No,No,12,7,3,1,High,West,10th,A,Master,Engineer,Quiet,No,Stable,Good,Bus,No
S8_S_D_0089,14,Male,Urban,High,90.77,4.7,2,91.08,56.75,No,6.5,Low,Positive,No,Yes,No,Yes,No,Yes,18,5,2,3,Medium,South,8th,D,Bachelor,Farmer,Quiet,No,Stable,Good,Bus,Yes
S6_N_B_0083,12,Female,Suburban,Medium,96.25,1.2,1,91.5,88.11,Yes,7.4,Medium,Positive,No,No,No,Yes,Yes,Yes,1,4,3,4,Low,North,6th,B,,Engineer,Quiet,No,Stable,Poor,Bus,No
S8_E_B_0086,13,Male,Urban,Medium,75.5,2.8,0,60.27,74.11,Yes,8.8,High,Positive,No,No,No,No,No,Yes,14,3,4,4,Low,East,8th,B,High School,Farmer,Shared,Yes,Stable,Poor,Bus,Yes
S6_N_D_0077,12,Male,Rural,Low,82.0,5.5,1,62.95,61.95,Yes,5.3,Low,Positive,Yes,Yes,No,Yes,Yes,No,1,4,0,1,Low,North,6th,D,Bachelor,Engineer,Noisy,No,Stable,Poor,Car,Yes
S6_W_D_0105,12,Female,Suburban,Medium,83.73,3.3,1,65.3,67.71,No,7.7,Medium,Neutral,No,Yes,Yes,No,No,Yes,17,6,4,1,High,West,6th,D,High School,Farmer,Noisy,No,Stable,Poor,Walk,No
S8_W_D_0084,13,Male,Rural,Medium,85.82,4.5,3,74.47,89.78,Yes,4.7,Low,Positive,No,No,No,No,No,No,4,9,0,0,High,West,8th,D,Master,Engineer,Quiet,Yes,Stable,Average,Cycle,No
S11_S_C_0086,16,Female,Suburban,Medium,97.93,3.5,3,72.69,42.73,No,6.9,Medium,Positive,Yes,No,No,No,Yes,Yes,18,8,2,1,Low,South,11th,C,High School,Farmer,Shared,No,Anxious,Poor,Walk,No
S11_S_B_0083,16,Male,Rural,High,86.56,1.8,2,51.52,88.63,Yes,5.2,High,Negative,Yes,Yes,No,No,No,Yes,2,6,0,3,Low,South,11th,B,Bachelor,Farmer,Quiet,Yes,Stable,Good,Car,No
S7_N_A_0071,12,Male,Urban,High,81.53,4.1,1,58.19,78.61,Yes,6.9,Low,Positive,No,Yes,No,No,No,No,4,8,3,2,Low,North,7th,A,,Farmer,Noisy,Yes,Stable,Good,Car,No
S11_W_C_0067,17,Female,Suburban,High,92.21,1.5,3,61.8,90.07,Yes,6.5,Medium,Negative,No,Yes,No,Yes,Yes,Yes,18,2,4,1,High,West,11th,C,High School,Farmer,Shared,Yes,Stressed,Good,Cycle,Yes
S10_E_D_0098,15,Female,Rural,Low,98.88,4.4,0,42.99,90.22,No,4.5,High,Neutral,Yes,No,No,Yes,No,Yes,17,8,4,0,Low,East,10th,D,,Unemployed,Noisy,No,Stressed,Poor,Cycle,No
S8_N_D_0086,13,Male,Rural,High,87.42,1.8,0,70.0,86.0,No,7.6,High,Neutral,No,Yes,Yes,Yes,No,No,19,5,3,0,High,North,8th,D,,Engineer,Quiet,No,Stressed,Average,Bus,No
S6_W_B_0095,12,Female,Suburban,High,83.66,6.0,2,99.77,94.31,Yes,8.9,Low,Negative,Yes,No,No,Yes,No,Yes,17,6,2,0,Low,West,6th,B,Bachelor,Unemployed,Quiet,Yes,Stressed,Poor,Car,No
S8_S_A_0104,13,Female,Urban,High,80.36,1.1,3,61.37,51.89,Yes,8.9,Medium,Negative,No,No,No,No,No,No,4,2,0,1,High,South,8th,A,Master,Unemployed,Noisy,Yes,Stressed,Average,Car,Yes
S11_W_C_0068,16,Male,Rural,Medium,88.16,1.6,1,52.11,51.58,No,4.4,Low,Negative,No,No,No,No,No,No,3,4,2,0,Low,West,11th,C,Bachelor,Engineer,Noisy,Yes,Anxious,Poor,Car,No
S12_N_B_0098,17,Male,Rural,Low,96.96,3.4,1,58.65,75.92,Yes,5.3,Low,Neutral,Yes,No,No,Yes,Yes,No,6,4,1,4,Medium,North,12th,B,High School,Teacher,Noisy,No,Stressed,Good,Walk,No
S7_N_B_0070,13,Female,Rural,Low,88.66,3.1,1,59.88,96.8,Yes,4.0,High,Positive,No,No,No,No,No,No,6,0,1,3,Medium,North,7th,B,High School,Teacher,Shared,No,Anxious,Good,Bus,No
S10_E_C_0098,15,Female,Rural,High,97.29,1.5,0,87.93,94.26,No,5.5,Low,Neutral,Yes,Yes,No,Yes,Yes,Yes,1,5,4,3,High,East,10th,C,,Unemployed,Noisy,No,Stressed,Good,Bus,No
S7_W_D_0074,12,Female,Rural,High,98.96,3.0,0,53.37,95.73,No,8.8,Low,Negative,Yes,Yes,Yes,No,Yes,Yes,7,0,4,1,Medium,West,7th,D,High School,Unemployed,Shared,No,Anxious,Poor,Bus,No
S10_S_B_0093,15,Female,Rural,Medium,95.45,3.1,0,73.51,59.33,No,6.3,Low,Neutral,No,No,No,No,Yes,Yes,15,1,2,1,Medium,South,10th,B,,Unemployed,Quiet,Yes,Stable,Poor,Cycle,Yes
S9_W_C_0088,15,Male,Rural,High,83.1,2.0,2,70.77,93.31,No,5.2,Low,Negative,Yes,Yes,Yes,No,No,Yes,15,9,1,3,Medium,West,9th,C,Master,Unemployed,Noisy,Yes,Stressed,Poor,Bus,No
S8_S_C_0084,13,Female,Urban,Medium,95.65,2.5,1,99.29,69.56,No,5.0,High,Positive,No,No,No,No,Yes,Yes,1,0,4,1,High,South,8th,C,,Unemployed,Shared,Yes,Anxious,Poor,Car,No
S9_S_A_0064,14,Male,Urban,Medium,94.31,3.6,0,97.38,96.29,Yes,6.9,High,Positive,Yes,Yes,No,Yes,Yes,Yes,17,4,2,4,High,South,9th,A,High School,Engineer,Noisy,No,Stressed,Poor,Bus,Yes
S9_W_B_0083,15,Female,Urban,High,99.94,5.9,2,96.17,59.69,No,6.1,Medium,Neutral,No,No,Yes,Yes,No,No,9,9,2,1,Low,West,9th,B,Bachelor,Unemployed,Noisy,Yes,Anxious,Good,Car,No
S7_W_A_0075,13,Female,Urban,High,93.87,2.4,0,70.67,64.99,Yes,5.6,High,Negative,No,No,Yes,Yes,Yes,Yes,14,2,3,0,Low,West,7th,A,Master,Teacher,Shared,Yes,Stable,Poor,Walk,No
S12_W_C_0083,17,Female,Urban,High,78.56,3.2,1,53.27,70.13,No,6.9,Medium,Positive,No,Yes,Yes,Yes,No,Yes,8,1,1,2,Medium,West,12th,C,High School,Teacher,Shared,Yes,Anxious,Average,Bus,Yes
S12_W_B_0091,17,Male,Suburban,High,84.54,1.2,2,48.32,80.68,Yes,8.5,Low,Positive,Yes,Yes,No,No,Yes,Yes,12,0,4,0,High,West,12th,B,,Teacher,Noisy,Yes,Anxious,Good,Cycle,No
S8_S_D_0090,14,Female,Suburban,Medium,95.12,2.3,0,84.01,72.41,No,4.5,Medium,Positive,No,No,Yes,Yes,Yes,Yes,9,4,1,3,Medium,South,8th,D,Master,Unemployed,Quiet,Yes,Stressed,Average,Bus,Yes
S10_N_A_0083,15,Female,Rural,Low,78.0,1.5,2,52.33,79.17,Yes,7.1,Low,Positive,No,Yes,Yes,Yes,Yes,Yes,5,1,2,3,High,North,10th,A,Master,Unemployed,Shared,No,Stable,Average,Cycle,Yes
S10_S_A_0076,15,Female,Rural,Medium,78.45,3.0,1,75.37,78.74,No,8.2,Low,Negative,No,No,Yes,Yes,Yes,Yes,4,7,2,3,Low,South,10th,A,,Engineer,Noisy,No,Stressed,Poor,Car,No
S9_E_B_0077,14,Female,Urban,Medium,78.15,4.7,3,82.18,67.57,Yes,7.0,Low,Negative,No,No,No,No,No,No,17,2,3,4,Medium,East,9th,B,,Farmer,Noisy,No,Anxious,Good,Walk,Yes
S11_N_A_0081,16,Male,Suburban,Medium,89.46,4.8,0,40.99,65.53,Yes,4.2,High,Positive,Yes,Yes,Yes,No,Yes,Yes,5,3,0,2,High,North,11th,A,,Engineer,Quiet,Yes,Stable,Poor,Bus,No
S9_N_D_0090,14,Male,Rural,Low,84.94,5.1,0,81.24,46.14,No,7.5,Medium,Neutral,No,No,No,Yes,Yes,Yes,17,5,0,3,High,North,9th,D,,Teacher,Quiet,Yes,Anxious,Poor,Bus,Yes
S6_W_A_0092,12,Female,Suburban,High,82.51,5.5,3,59.63,44.3,Yes,5.7,High,Positive,No,No,No,Yes,Yes,No,15,3,2,0,High,West,6th,A,High School,Engineer,Noisy,Yes,Stable,Poor,Bus,No
S8_N_A_0095,14,Male,Suburban,Low,99.76,3.6,1,69.49,74.64,Yes,7.9,Low,Neutral,No,No,Yes,Yes,No,No,18,1,2,2,Low,North,8th,A,High School,Farmer,Shared,No,Stable,Good,Walk,Yes
S6_E_D_0090,12,Male,Suburban,High,97.45,5.6,2,93.59,60.54,Yes,5.8,High,Positive,No,Yes,No,No,No,No,14,6,0,0,Low,East,6th,D,Master,Farmer,Shared,Yes,Anxious,Poor,Walk,No
S10_E_C_0099,15,Female,Urban,Medium,88.46,5.9,3,94.95,43.09,Yes,6.1,Low,Negative,No,No,No,No,Yes,Yes,13,1,2,1,Low,East,10th,C,High School,Engineer,Quiet,No,Stressed,Good,Car,No
S9_E_C_0100,15,Female,Rural,Medium,86.49,2.7,0,53.56,44.69,Yes,8.4,Medium,Negative,Yes,No,Yes,No,No,No,16,5,4,1,Low,East,9th,C,Master,Engineer,Noisy,Yes,Stable,Average,Car,Yes
S12_E_D_0080,17,Male,Suburban,Low,93.19,3.6,1,75.11,66.16,Yes,6.1,Medium,Neutral,Yes,Yes,No,Yes,Yes,Yes,13,0,3,2,High,East,12th,D,Master,Teacher,Shared,Yes,Stressed,Good,Walk,Yes
S7_E_D_0071,13,Male,Urban,High,99.56,3.8,0,75.08,90.27,No,6.7,Low,Neutral,No,Yes,No,No,Yes,Yes,7,4,2,3,Low,East,7th,D,Master,Farmer,Quiet,No,Stable,Poor,Car,No
S9_S_A_0065,14,Male,Urban,Medium,76.74,4.0,0,72.1,88.07,Yes,8.5,High,Negative,No,No,Yes,No,Yes,Yes,1,3,0,0,Medium,South,9th,A,High School,Engineer,Noisy,No,Stable,Average,Walk,No
S7_S_A_0076,13,Female,Urban,Medium,99.49,1.8,0,97.92,86.38,Yes,4.6,Medium,Neutral,Yes,Yes,No,No,Yes,No,5,2,1,2,High,South,7th,A,Master,Teacher,Shared,Yes,Anxious,Poor,Cycle,No
S6_E_B_0086,11,Female,Urban,Low,90.9,2.7,3,51.97,52.06,Yes,4.4,Medium,Negative,No,No,Yes,No,Yes,Yes,0,6,0,1,Low,East,6th,B,High School,Unemployed,Quiet,No,Stable,Average,Walk,No
S12_W_C_0084,17,Female,Urban,High,94.34,2.2,1,75.62,42.78,Yes,6.3,Low,Positive,No,Yes,No,Yes,No,Yes,0,4,0,4,High,West,12th,C,,Engineer,Shared,No,Anxious,Good,Bus,Yes
S12_N_D_0087,17,Female,Rural,Low,80.99,2.1,1,54.55,48.15,No,4.4,Medium,Positive,No,Yes,No,Yes,No,No,2,8,1,4,Low,North,12th,D,High School,Teacher,Shared,Yes,Stressed,Good,Walk,No
